ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Neu5Ac,Fuc,Oxidation,OffBy+1,OffBy-1,Perm,Perm Score,N13,N30,O115-122,O123-133,O134-145
02/07/2010,20485.4553,0.6,10,0.27,6,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.17,unmodified,A2G2F,2 x Core + 2 x S,1 x Core + 2 x S,1 x Core + 2 x S
02/07/2011,20485.4553,0.6,11,0.19,6,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.17,unmodified,A3S1G2F,1 x Core + 1 x S,1 x Core + 2 x S,1 x Core + 2 x S
02/07/2012,20485.4553,0.6,12,0.17,12,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.13,unmodified,A3S2G1F,unmodified,2 x Core + 2 x S,1 x Core + 2 x S
02/07/2013,20485.4553,0.6,13,0.12,12,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.07,unmodified,A3S2G1F,unmodified,2 x Core + 3 x S,1 x Core + 1 x S
02/07/2014,20485.4553,0.6,14,0.11,8,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.06,unmodified,A2S2F,unmodified,2 x Core + 1 x S,2 x Core + 3 x S
02/07/2015,20485.4553,0.6,15,0.09,12,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.07,unmodified,A3S1G2F,unmodified,2 x Core + 3 x S,1 x Core + 2 x S
02/07/2016,20485.4553,0.6,16,0.09,4,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.08,unmodified,A2S1G1F,2 x Core + 1 x S,1 x Core + 2 x S,1 x Core + 2 x S
02/10/2000,20485.4553,0.6,17,0.08,6,20485.363,0.0923,5,8,8,7,0,1,1,0,0,0.06,A2S1G0,unmodified,1 x Core + 1 x S,2 x Core + 3 x S,1 x Core + 2 x S
02/07/2017,20485.4553,0.6,18,0.06,12,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.03,unmodified,A2S1G1F,1 x Core,2 x Core + 3 x S,1 x Core + 2 x S
02/07/2018,20485.4553,0.6,19,0.06,6,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.05,unmodified,A2G2F,unmodified,2 x Core + 3 x S,2 x Core + 3 x S
02/07/2019,20485.4553,0.6,20,0.03,6,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.02,A3S3F,unmodified,unmodified,2 x Core + 2 x S,1 x Core + 1 x S
02/10/2001,20485.4553,0.6,21,0.02,3,20485.363,0.0923,5,8,8,7,0,1,1,0,0,0.02,A2S1G0,unmodified,2 x Core + 2 x S,1 x Core + 2 x S,1 x Core + 2 x S
02/07/2020,20485.4553,0.6,22,0.02,1,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.02,A3S3F,unmodified,1 x Core + 1 x S,1 x Core + 1 x S,1 x Core + 1 x S
02/07/2021,20485.4553,0.6,23,0.01,2,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.01,unmodified,A2S2F,2 x Core,1 x Core + 2 x S,1 x Core + 2 x S
02/07/2022,20485.4553,0.6,24,0.01,3,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0.01,A1S1F,unmodified,2 x Core + 2 x S,2 x Core + 2 x S,1 x Core + 1 x S
02/07/2023,20485.4553,0.6,25,0.01,6,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,A3S3F+LacN1,unmodified,unmodified,1 x Core + 2 x S,1 x Core + 1 x S
02/10/2002,20485.4553,0.6,26,0.01,3,20485.363,0.0923,5,8,8,7,0,1,1,0,0,0.01,A2S1G0,unmodified,unmodified,2 x Core + 3 x S,2 x Core + 3 x S
02/07/2024,20485.4553,0.6,27,0,6,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,A3S3F,unmodified,1 x Core + 1 x S,1 x Core + 2 x S,1 x Core
02/07/2025,20485.4553,0.6,28,0,6,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,unmodified,A3S2G1F,1 x Core,1 x Core + 2 x S,1 x Core + 2 x S
02/07/2026,20485.4553,0.6,29,0,6,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,A3S3F,unmodified,unmodified,2 x Core + 3 x S,1 x Core
02/10/2003,20485.4553,0.6,30,0,3,20485.363,0.0923,5,8,8,7,0,1,1,0,0,0,A2G1,unmodified,1 x Core + 2 x S,2 x Core + 3 x S,1 x Core + 2 x S
02/07/2027,20485.4553,0.6,31,0,4,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,A3S3F,unmodified,unmodified,2 x Core + 1 x S,1 x Core + 2 x S
02/07/2028,20485.4553,0.6,32,0,3,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,A3S3F+LacN1,unmodified,unmodified,2 x Core + 3 x S,unmodified
02/07/2029,20485.4553,0.6,33,0,4,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,A1S1F,unmodified,2 x Core + 1 x S,2 x Core + 2 x S,1 x Core + 2 x S
02/09/2000,20485.4553,0.6,34,0,3,20485.363,0.0923,5,7,8,7,1,2,1,0,0,0,A2G0F,unmodified,1 x Core + 2 x S,2 x Core + 3 x S,1 x Core + 2 x S
02/07/1930,20485.4553,0.6,35,0,4,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,A1S1F,unmodified,2 x Core + 1 x S,2 x Core + 3 x S,1 x Core + 1 x S
02/07/1931,20485.4553,0.6,36,0,6,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,A1S1F,unmodified,2 x Core + 2 x S,2 x Core + 3 x S,1 x Core
02/07/1932,20485.4553,0.6,37,0,3,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,A3S2G1F+LacN1,unmodified,unmodified,1 x Core + 2 x S,1 x Core + 2 x S
02/07/1933,20485.4553,0.6,38,0,2,20485.3834,0.0719,4,9,8,6,1,0,0,0,0,0,A1S1F,unmodified,2 x Core,2 x Core + 3 x S,1 x Core + 2 x S
03/06/2000,20502.4493,0.1,0,60.95,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,52.62,unmodified,A2S2F,1 x Core + 1 x S,2 x Core + 2 x S,1 x Core + 1 x S
03/06/2001,20502.4493,0.1,1,19.97,12,20502.3783,0.071,3,9,8,6,1,1,1,0,0,13.97,unmodified,A2S1G1F,1 x Core + 1 x S,2 x Core + 2 x S,1 x Core + 2 x S
03/06/2002,20502.4493,0.1,2,9.51,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,7.87,unmodified,A2S1G1F,1 x Core + 1 x S,2 x Core + 3 x S,1 x Core + 1 x S
03/06/2003,20502.4493,0.1,3,1.75,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,1.38,unmodified,A2S2F,2 x Core + 2 x S,2 x Core + 2 x S,unmodified
03/06/2004,20502.4493,0.1,4,1.72,12,20502.3783,0.071,3,9,8,6,1,1,1,0,0,1.18,unmodified,A2S1G1F,unmodified,2 x Core + 2 x S,2 x Core + 3 x S
03/06/2005,20502.4493,0.1,5,1.5,12,20502.3783,0.071,3,9,8,6,1,1,1,0,0,1.13,unmodified,A2S2F,1 x Core + 1 x S,2 x Core + 3 x S,1 x Core
03/06/2006,20502.4493,0.1,6,1.23,8,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.66,unmodified,A2S2F,1 x Core + 1 x S,2 x Core + 1 x S,1 x Core + 2 x S
03/06/2007,20502.4493,0.1,7,0.96,12,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.35,unmodified,A2S2F,2 x Core + 2 x S,1 x Core + 2 x S,1 x Core
03/06/2008,20502.4493,0.1,8,0.84,12,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.55,unmodified,A2G2F,1 x Core + 1 x S,2 x Core + 3 x S,1 x Core + 2 x S
03/06/2009,20502.4493,0.1,9,0.33,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.17,unmodified,A3S2G1F,1 x Core + 1 x S,1 x Core + 2 x S,1 x Core + 1 x S
03/06/2010,20502.4493,0.1,10,0.27,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.17,unmodified,A2G2F,2 x Core + 2 x S,1 x Core + 2 x S,1 x Core + 2 x S
03/06/2011,20502.4493,0.1,11,0.19,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.17,unmodified,A3S1G2F,1 x Core + 1 x S,1 x Core + 2 x S,1 x Core + 2 x S
03/06/2012,20502.4493,0.1,12,0.17,12,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.13,unmodified,A3S2G1F,unmodified,2 x Core + 2 x S,1 x Core + 2 x S
03/06/2013,20502.4493,0.1,13,0.12,12,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.07,unmodified,A3S2G1F,unmodified,2 x Core + 3 x S,1 x Core + 1 x S
03/06/2014,20502.4493,0.1,14,0.11,8,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.06,unmodified,A2S2F,unmodified,2 x Core + 1 x S,2 x Core + 3 x S
03/06/2015,20502.4493,0.1,15,0.09,12,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.07,unmodified,A3S1G2F,unmodified,2 x Core + 3 x S,1 x Core + 2 x S
03/06/2016,20502.4493,0.1,16,0.09,4,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.08,unmodified,A2S1G1F,2 x Core + 1 x S,1 x Core + 2 x S,1 x Core + 2 x S
03/06/2017,20502.4493,0.1,17,0.06,12,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.03,unmodified,A2S1G1F,1 x Core,2 x Core + 3 x S,1 x Core + 2 x S
03/06/2018,20502.4493,0.1,18,0.06,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.05,unmodified,A2G2F,unmodified,2 x Core + 3 x S,2 x Core + 3 x S
03/06/2019,20502.4493,0.1,19,0.03,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.02,A3S3F,unmodified,unmodified,2 x Core + 2 x S,1 x Core + 1 x S
03/06/2020,20502.4493,0.1,20,0.02,1,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.02,A3S3F,unmodified,1 x Core + 1 x S,1 x Core + 1 x S,1 x Core + 1 x S
03/06/2021,20502.4493,0.1,21,0.01,2,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.01,unmodified,A2S2F,2 x Core,1 x Core + 2 x S,1 x Core + 2 x S
03/06/2022,20502.4493,0.1,22,0.01,3,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0.01,A1S1F,unmodified,2 x Core + 2 x S,2 x Core + 2 x S,1 x Core + 1 x S
03/06/2023,20502.4493,0.1,23,0.01,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,A3S3F+LacN1,unmodified,unmodified,1 x Core + 2 x S,1 x Core + 1 x S
03/06/2024,20502.4493,0.1,24,0,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,A3S3F,unmodified,1 x Core + 1 x S,1 x Core + 2 x S,1 x Core
03/06/2025,20502.4493,0.1,25,0,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,unmodified,A3S2G1F,1 x Core,1 x Core + 2 x S,1 x Core + 2 x S
03/06/2026,20502.4493,0.1,26,0,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,A3S3F,unmodified,unmodified,2 x Core + 3 x S,1 x Core
03/06/2027,20502.4493,0.1,27,0,4,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,A3S3F,unmodified,unmodified,2 x Core + 1 x S,1 x Core + 2 x S
03/03/2000,20502.4493,0.1,28,0,3,20502.3987,0.0506,2,10,8,5,2,0,0,0,0,0,A1S1F,A2S2F,unmodified,unmodified,1 x Core + 2 x S
03/06/2028,20502.4493,0.1,29,0,3,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,A3S3F+LacN1,unmodified,unmodified,2 x Core + 3 x S,unmodified
03/06/2029,20502.4493,0.1,30,0,4,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,A1S1F,unmodified,2 x Core + 1 x S,2 x Core + 2 x S,1 x Core + 2 x S
03/06/1930,20502.4493,0.1,31,0,4,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,A1S1F,unmodified,2 x Core + 1 x S,2 x Core + 3 x S,1 x Core + 1 x S
03/06/1931,20502.4493,0.1,32,0,6,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,A1S1F,unmodified,2 x Core + 2 x S,2 x Core + 3 x S,1 x Core
03/06/1932,20502.4493,0.1,33,0,3,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,A3S2G1F+LacN1,unmodified,unmodified,1 x Core + 2 x S,1 x Core + 2 x S
03/04/2000,20502.4493,0.1,34,0,3,20502.3783,0.071,3,10,8,6,0,0,1,0,0,0,A1S1,A1S1,unmodified,1 x Core + 2 x S,1 x Core + 2 x S
03/06/1933,20502.4493,0.1,35,0,2,20502.3783,0.071,3,9,8,6,1,1,1,0,0,0,A1S1F,unmodified,2 x Core,2 x Core + 3 x S,1 x Core + 2 x S
04/05/2000,20650.4439,0.5,0,32.31,6,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,13.1,A2G2F,A2S1G1F,1 x Core + 1 x S,unmodified,1 x Core + 1 x S
04/01/2000,20650.4439,0.5,1,14.32,3,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,7.46,A2S1G0,A2S1G1F,1 x Core + 1 x S,unmodified,1 x Core + 1 x S
04/01/2001,20650.4439,0.5,2,6.86,3,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,3.58,A2G1,A2S2F,1 x Core + 1 x S,unmodified,1 x Core + 1 x S
04/05/2001,20650.4439,0.5,3,6.33,12,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,1.89,A2G2F,A2S2F,1 x Core + 1 x S,unmodified,1 x Core
04/05/2002,20650.4439,0.5,4,5.96,6,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,2.04,A2S1G1F,A2S1G1F,1 x Core + 1 x S,unmodified,1 x Core
4-0-0,20650.4439,0.5,5,3.36,3,20650.4518,-0.008,0,10,10,4,2,2,1,0,0,1.75,A2G0F,A2S2F,1 x Core + 1 x S,unmodified,1 x Core + 1 x S
04/05/2003,20650.4439,0.5,6,3.31,6,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,2.16,A2G2F,A2S1G1F,unmodified,2 x Core + 2 x S,unmodified
04/01/2002,20650.4439,0.5,7,3.15,6,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,1.08,A2S1G0,A2S2F,1 x Core + 1 x S,unmodified,1 x Core
04/01/2003,20650.4439,0.5,8,2.97,6,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,1.03,A2G1,A2S1G1F,unmodified,1 x Core + 2 x S,1 x Core + 1 x S
04/05/2004,20650.4439,0.5,9,2.89,6,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,1,A2G2F,A2G2F,unmodified,1 x Core + 2 x S,1 x Core + 1 x S
04/01/2004,20650.4439,0.5,10,1.65,6,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.57,A2S1G0,A2G2F,unmodified,1 x Core + 2 x S,1 x Core + 1 x S
04/01/2005,20650.4439,0.5,11,1.46,3,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,1.23,A2S1G0,A2S1G1F,unmodified,2 x Core + 2 x S,unmodified
4-0-1,20650.4439,0.5,12,1.46,6,20650.4518,-0.008,0,10,10,4,2,2,1,0,0,0.51,A2G0F,A2S1G1F,unmodified,1 x Core + 2 x S,1 x Core + 1 x S
04/05/2005,20650.4439,0.5,13,1.38,12,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.54,A2G2F,A2S1G1F,unmodified,1 x Core + 2 x S,1 x Core
04/01/2006,20650.4439,0.5,14,1.24,8,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.86,unmodified,A3S1G2F,2 x Core + 1 x S,2 x Core + 2 x S,1 x Core
04/01/2007,20650.4439,0.5,15,1.1,4,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,1.07,unmodified,A3S1G2F,2 x Core,2 x Core + 2 x S,1 x Core + 1 x S
04/02/2000,20650.4439,0.5,16,1.01,3,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.53,A2S2,A2G2,1 x Core + 1 x S,unmodified,1 x Core + 1 x S
04/05/2006,20650.4439,0.5,17,0.94,6,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.5,A2S1G1F,A3S1G2F,unmodified,unmodified,1 x Core + 1 x S
04/02/2001,20650.4439,0.5,18,0.91,12,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.53,A2G2,A1S1,unmodified,2 x Core + 2 x S,1 x Core + 1 x S
04/02/2002,20650.4439,0.5,19,0.85,6,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.3,A2S1G1,A2G2,unmodified,1 x Core + 2 x S,1 x Core + 1 x S
04/01/2008,20650.4439,0.5,20,0.7,3,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.59,A2G1,A2S2F,unmodified,2 x Core + 2 x S,unmodified
04/01/2009,20650.4439,0.5,21,0.61,6,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.31,A2S1G0,A2S1G1F,unmodified,1 x Core + 2 x S,1 x Core
04/02/2003,20650.4439,0.5,22,0.6,2,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.49,A2G2,A1S1,1 x Core + 1 x S,1 x Core + 1 x S,1 x Core + 1 x S
04/05/2007,20650.4439,0.5,23,0.44,6,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.26,A2S1G1F,A2S2F,unmodified,1 x Core,1 x Core
4-0-2,20650.4439,0.5,24,0.34,3,20650.4518,-0.008,0,10,10,4,2,2,1,0,0,0.29,A2G0F,A2S2F,unmodified,2 x Core + 2 x S,unmodified
04/02/2004,20650.4439,0.5,25,0.3,3,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.15,A2S1G1,A1S1,1 x Core + 1 x S,1 x Core,1 x Core + 1 x S
04/01/2010,20650.4439,0.5,26,0.29,6,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.15,A2G1,A2S2F,unmodified,1 x Core + 2 x S,1 x Core
04/01/2011,20650.4439,0.5,27,0.29,2,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.29,unmodified,A3S1G2F,2 x Core + 1 x S,2 x Core + 1 x S,1 x Core + 1 x S
04/05/2008,20650.4439,0.5,28,0.24,6,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.12,A2G2F,A3S2G1F,unmodified,unmodified,1 x Core + 1 x S
04/02/2005,20650.4439,0.5,29,0.18,6,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.14,A2S1G1,A1S1,unmodified,2 x Core + 2 x S,1 x Core
04/01/2012,20650.4439,0.5,30,0.17,3,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.09,A2G1,A2S1G1F,unmodified,2 x Core + 3 x S,unmodified
04/05/2009,20650.4439,0.5,31,0.17,6,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.12,A2G2F,A3S1G2F,unmodified,unmodified,1 x Core + 2 x S
04/05/2010,20650.4439,0.5,32,0.17,4,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.1,A2G2F,A2S2F,unmodified,2 x Core + 1 x S,unmodified
04/05/2011,20650.4439,0.5,33,0.16,3,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.09,A2G2F,A2G2F,unmodified,2 x Core + 3 x S,unmodified
04/05/2012,20650.4439,0.5,34,0.16,2,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.11,A2S1G1F,A2S1G1F,unmodified,2 x Core + 1 x S,unmodified
4-0-3,20650.4439,0.5,35,0.14,6,20650.4518,-0.008,0,10,10,4,2,2,1,0,0,0.07,A2G0F,A2S2F,unmodified,1 x Core + 2 x S,1 x Core
04/02/2006,20650.4439,0.5,36,0.1,3,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.09,A2S2,A2G2,unmodified,2 x Core + 2 x S,unmodified
04/01/2013,20650.4439,0.5,37,0.09,3,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.07,A2S1G0,A3S2G1F,unmodified,unmodified,1 x Core + 1 x S
04/01/2014,20650.4439,0.5,38,0.09,3,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.05,A2S1G0,A2G2F,unmodified,2 x Core + 3 x S,unmodified
04/01/2015,20650.4439,0.5,39,0.09,3,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.07,A2S1G0,A3S1G2F,unmodified,unmodified,1 x Core + 2 x S
4-0-4,20650.4439,0.5,40,0.08,3,20650.4518,-0.008,0,10,10,4,2,2,1,0,0,0.04,A2G0F,A2S1G1F,unmodified,2 x Core + 3 x S,unmodified
04/01/2016,20650.4439,0.5,41,0.08,2,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.06,A2S1G0,A2S2F,unmodified,2 x Core + 1 x S,unmodified
04/02/2007,20650.4439,0.5,42,0.08,4,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.05,A2S1G1,A1S1,unmodified,2 x Core + 1 x S,1 x Core + 1 x S
04/05/2013,20650.4439,0.5,43,0.08,6,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.04,A2S2F,A3S1G2F,unmodified,unmodified,1 x Core
04/01/2017,20650.4439,0.5,44,0.08,3,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.07,A2G1,A2G2F,unmodified,1 x Core + 2 x S,1 x Core + 2 x S
04/02/2008,20650.4439,0.5,45,0.07,12,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.03,A2G2,A1S1,1 x Core + 1 x S,1 x Core + 2 x S,1 x Core
04/05/2014,20650.4439,0.5,46,0.06,6,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.03,A3S2G1F,A2S1G1F,unmodified,unmodified,1 x Core
04/01/2018,20650.4439,0.5,47,0.05,2,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.04,unmodified,A2G2F,2 x Core,2 x Core + 2 x S,2 x Core + 2 x S
04/02/2009,20650.4439,0.5,48,0.05,3,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.03,A2S1G1,A2G2,unmodified,2 x Core + 3 x S,unmodified
04/01/2019,20650.4439,0.5,49,0.04,4,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.04,unmodified,A3S2G1F,2 x Core,2 x Core + 2 x S,1 x Core
04/02/2010,20650.4439,0.5,50,0.04,3,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.04,A2G2,A2G2,unmodified,1 x Core + 2 x S,1 x Core + 2 x S
04/02/2011,20650.4439,0.5,51,0.04,6,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.02,A2S2,A2G2,unmodified,1 x Core + 2 x S,1 x Core
04/02/2012,20650.4439,0.5,52,0.04,3,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.02,A1G1,A2G2,1 x Core + 1 x S,1 x Core + 2 x S,1 x Core + 1 x S
4-0-5,20650.4439,0.5,53,0.04,3,20650.4518,-0.008,0,10,10,4,2,2,1,0,0,0.04,A2G0F,A2G2F,unmodified,1 x Core + 2 x S,1 x Core + 2 x S
04/02/2013,20650.4439,0.5,54,0.04,3,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.02,A3S1G2,A1S1,1 x Core + 1 x S,unmodified,1 x Core + 1 x S
04/01/2020,20650.4439,0.5,55,0.03,4,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.02,unmodified,A3S1G2F,2 x Core,2 x Core + 3 x S,1 x Core
04/02/2014,20650.4439,0.5,56,0.02,6,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.02,A1G1,A2G2,unmodified,2 x Core + 2 x S,1 x Core + 2 x S
04/02/2015,20650.4439,0.5,57,0.02,12,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.01,A2G2,A1S1,unmodified,2 x Core + 3 x S,1 x Core
04/05/2015,20650.4439,0.5,58,0.02,3,20650.4722,-0.0284,-1,12,10,3,2,0,0,0,0,0.01,A1S1F,A2G2F,1 x Core + 1 x S,1 x Core,1 x Core + 1 x S
04/02/2016,20650.4439,0.5,59,0.02,6,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.01,A1G1,A1S1,1 x Core + 1 x S,2 x Core + 2 x S,1 x Core
04/02/2017,20650.4439,0.5,60,0.02,6,20650.4518,-0.008,0,12,10,4,0,0,1,0,0,0.01,A1G1,A2G2,unmodified,2 x Core + 3 x S,1 x Core + 1 x S
04/01/2021,20650.4439,0.5,61,0.01,2,20650.4518,-0.008,0,11,10,4,1,1,1,0,0,0.01,unmodified,A3S2G1F,2 x Core,2 x Core + 1 x S,1 x Core + 1 x S
