batch,protein,Name,Composition,Sites,sample_07,sample_08,sample_09,sample_15,sample_16,sample_17,mean,sd
56714,hcg_alpha,A2S1G1,"4 HexNAc, 5 Hex, 1 Neu5Ac",N78,35.34376014329851,35.1686247635852,34.74185785254744,NA,NA,NA,35.08474758647705,0.3095934875487054
56714,hcg_alpha,A2S1G1F,"4 HexNAc, 5 Hex, 1 Neu5Ac, 1 Fuc",N78,0.430376399023839,0.303957399742415,0.3169877541290825,NA,NA,NA,0.3504405176317788,0.06953241247292281
56714,hcg_alpha,A2S2,"4 HexNAc, 5 Hex, 2 Neu5Ac",N78,40.633302477669716,41.9511452537052,42.09597374834215,NA,NA,NA,41.560140493239025,0.8059251538096077
56714,hcg_alpha,A2S2F,"4 HexNAc, 5 Hex, 2 Neu5Ac, 1 Fuc",N78,0.5169325463135497,0.5174811929498966,0.5249317208377606,NA,NA,NA,0.5197818200337356,0.004468373529749576
56714,hcg_alpha,NA,"5 HexNAc, 6 Hex",N78,0.37988531310484114,0.36675851539167426,0.3677057947897357,NA,NA,NA,0.3714498744287504,0.007320642308436055
56714,hcg_alpha,A3S1G2,"5 HexNAc, 6 Hex, 1 Neu5Ac",N78,2.0196434367599148,2.0448043255398822,2.1783398463750547,NA,NA,NA,2.080929202891617,0.08529298141665875
56714,hcg_alpha,A3S2G1,"5 HexNAc, 6 Hex, 2 Neu5Ac",N78,5.60210619958405,5.853063978510965,5.680420553993158,NA,NA,NA,5.711863577362724,0.12839956966418142
56714,hcg_alpha,A3S3,"5 HexNAc, 6 Hex, 3 Neu5Ac",N78,5.21741221162978,3.918789616513779,4.894290923753034,NA,NA,NA,4.676830917298864,0.6760708557109527
56714,hcg_alpha,A3S3F,"5 HexNAc, 6 Hex, 3 Neu5Ac, 1 Fuc",N78,0.1762379332315497,0.12635584468630967,NA,NA,NA,NA,0.15129688895892968,0.03527196307008704
56714,hcg_alpha,A4S4,"6 HexNAc, 7 Hex, 4 Neu5Ac",N78,0.1199764374932378,0.13615281872759413,0.05223958188047279,NA,NA,NA,0.10278961270043491,0.04451851344535382
56714,hcg_alpha,A1S1F,"3 HexNAc, 4 Hex, 1 Neu5Ac, 1 Fuc",N78,NA,0.009319685562350077,NA,NA,NA,NA,0.009319685562350077,NA
56714,hcg_alpha,A3S2G1F,"5 HexNAc, 6 Hex, 2 Neu5Ac, 1 Fuc",N78,NA,0.06933243167678226,0.06948371570509487,NA,NA,NA,0.06940807369093857,1.069739623050696e-4
56714,hcg_beta,none,,N13,45.05710154853836,36.95845343734661,42.128253520734894,NA,NA,NA,41.38126950220662,4.100672402201852
56714,hcg_beta,M5,"2 HexNAc, 5 Hex",N13,1.0115932915761336,1.2970970384310045,1.1483832674089154,NA,NA,NA,1.1523578658053513,0.14279336623720398
56714,hcg_beta,M6,"2 HexNAc, 6 Hex",N13,1.2136002708490876,0.923303712207022,0.7280281566048847,NA,NA,NA,0.9549773798869982,0.24433068872149988
56714,hcg_beta,M7,"2 HexNAc, 7 Hex",N13,0.05805022162327899,0.07391690687469323,0.0663108448372602,NA,NA,NA,0.06609265777841081,0.0079355925683813
56714,hcg_beta,A1G1,"3 HexNAc, 4 Hex",N13,0.1725922696584738,0.21727887928290604,0.2091342029482822,NA,NA,NA,0.19966845062988733,0.023799655882942892
56714,hcg_beta,A1S1,"3 HexNAc, 4 Hex, 1 Neu5Ac",N13,0.56102227609075,0.7575825330929412,0.6283300332481648,NA,NA,NA,0.6489782808106187,0.09989367474340984
56714,hcg_beta,A1S1F,"3 HexNAc, 4 Hex, 1 Neu5Ac, 1 Fuc",N13,0.034089895248569875,0.04340316595844976,0.04150224204849502,NA,NA,NA,0.03966510108517155,0.00492093162096543
56714,hcg_beta,M5-A1G1,"3 HexNAc, 6 Hex",N13,0.15856671275620504,0.18045195059088806,0.10943607959156229,NA,NA,NA,0.14948491431288513,0.036368568581565536
56714,hcg_beta,A1S1M5,"3 HexNAc, 6 Hex, 1 Neu5Ac",N13,0.7324457493407014,0.9022597529544404,0.8068592308869422,NA,NA,NA,0.8138549110606946,0.08512287361016317
56714,hcg_beta,A2G0F,"4 HexNAc, 3 Hex, 1 Fuc",N13,0.7246537732838855,0.9390866816464583,0.8903274271855915,NA,NA,NA,0.8513559607053117,0.11240306689288136
56714,hcg_beta,A2G1,"4 HexNAc, 4 Hex",N13,0.45583059932373443,0.5775514616871047,0.5425432759412198,NA,NA,NA,0.5253084456506862,0.06266395786238091
56714,hcg_beta,A2S1G0,"4 HexNAc, 4 Hex, 1 Neu5Ac",N13,1.4629435046671988,1.9702406850229615,1.7389207562218585,NA,NA,NA,1.7240349819706728,0.2539759772213107
56714,hcg_beta,A2G2,"4 HexNAc, 5 Hex",N13,3.814172279811419,4.676493844904968,3.871765027753175,NA,NA,NA,4.1208103841565205,0.4820967875498643
56714,hcg_beta,A2G2F,"4 HexNAc, 5 Hex, 1 Fuc",N13,1.7231955049648524,4.328742418256056,3.701582649744263,NA,NA,NA,3.2511735243217235,1.3599154255093409
56714,hcg_beta,A2S1G1,"4 HexNAc, 5 Hex, 1 Neu5Ac",N13,11.4639447735905,14.985929482744742,12.879606401083233,NA,NA,NA,13.109826885806159,1.7722429789869723
56714,hcg_beta,A2S1G1F,"4 HexNAc, 5 Hex, 1 Neu5Ac, 1 Fuc",N13,5.890733898952876,7.586347310555702,9.6892664536681945,NA,NA,NA,7.72211588772559,1.9029023154692082
56714,hcg_beta,A2S2,"4 HexNAc, 5 Hex, 2 Neu5Ac",N13,13.768421692393822,12.342282101639167,10.881006811932242,NA,NA,NA,12.33057020198841,1.443743069047541
56714,hcg_beta,A2S2F,"4 HexNAc, 5 Hex, 2 Neu5Ac, 1 Fuc",N13,8.286766536423787,7.4101041518153306,6.5105193112946385,NA,NA,NA,7.402463333177919,0.8881482633979744
56714,hcg_beta,NA,"5 HexNAc, 6 Hex",N13,0.039739077889761464,0.0576078384539424,0.14351892641351072,NA,NA,NA,0.08028861425240486,0.055483127462483364
56714,hcg_beta,A3S1G2,"5 HexNAc, 6 Hex, 1 Neu5Ac",N13,0.4772585334799784,0.6102748183248693,0.5263133488831492,NA,NA,NA,0.5379489002293323,0.06726717289905632
56714,hcg_beta,A3S1G2F,"5 HexNAc, 6 Hex, 1 Neu5Ac, 1 Fuc",N13,0.23765526973288717,0.2946154295361438,0.26199739393742666,NA,NA,NA,0.2647560310688192,0.02858010689833325
56714,hcg_beta,A3S2G1,"5 HexNAc, 6 Hex, 2 Neu5Ac",N13,0.7460817074401294,0.9601306408990401,0.8671418171026334,NA,NA,NA,0.8577847218139343,0.10733081059465473
56714,hcg_beta,A3S2G1F,"5 HexNAc, 6 Hex, 2 Neu5Ac, 1 Fuc",N13,0.7071218271560495,0.5708173947262786,0.49385349476700785,NA,NA,NA,0.5905975722164454,0.1080013285388544
56714,hcg_beta,A3S3,"5 HexNAc, 6 Hex, 3 Neu5Ac",N13,0.4012867669260226,0.5602954150999878,0.4892163727504162,NA,NA,NA,0.48359951825880887,0.07965299328533033
56714,hcg_beta,A3S3F,"5 HexNAc, 6 Hex, 3 Neu5Ac, 1 Fuc",N13,0.4636225753805504,0.6471017470168873,0.5170391048499658,NA,NA,NA,0.5425878090824678,0.09437003667509614
56714,hcg_beta,A3S2G1F+LacN1,"6 HexNAc, 7 Hex, 2 Neu5Ac, 1 Fuc",N13,0.0073244574934070135,0.04866415577159518,NA,NA,NA,NA,0.027994306632501097,0.029231580984712693
56714,hcg_beta,A3S3F+LacN1,"6 HexNAc, 7 Hex, 3 Neu5Ac, 1 Fuc",N13,0.29999107818741494,0.07996704515981046,0.09019202322270706,NA,NA,NA,0.15671671552331082,0.12418451913060904
56714,hcg_beta,A4S4,"6 HexNAc, 7 Hex, 4 Neu5Ac",N13,0.030193907220161895,NA,0.03895182493936963,NA,NA,NA,0.03457286607976576,0.006192783008325609
56714,hcg_beta,none,,N30,10.112210050117532,5.889097352511986,4.683129504481513,NA,NA,NA,6.894812302370344,2.850846508149347
56714,hcg_beta,A2G2F,"4 HexNAc, 5 Hex, 1 Fuc",N30,4.155763516210582,2.9601834479883262,3.368790706221034,NA,NA,NA,3.4949125568066473,0.6076865687004597
56714,hcg_beta,A2S1G1F,"4 HexNAc, 5 Hex, 1 Neu5Ac, 1 Fuc",N30,30.29227835188717,29.132791327913278,24.883113170950814,NA,NA,NA,28.102727616917086,2.847901056075683
56714,hcg_beta,A2S2F,"4 HexNAc, 5 Hex, 2 Neu5Ac, 1 Fuc",N30,55.439748081784714,62.01792787158641,66.99299699871374,NA,NA,NA,61.483557650694955,5.795131903922644
56714,hcg_beta,A2G1,"4 HexNAc, 4 Hex",N30,NA,NA,0.0719696196329039,NA,NA,NA,0.0719696196329039,NA
59433,hcg_alpha,none,,N52,NA,NA,NA,6.322454849950289,5.857204280139859,5.918926513980609,6.0328618813569195,0.25268651355308525
59433,hcg_alpha,M5,"2 HexNAc, 5 Hex",N52,NA,NA,NA,2.0592219358616717,1.930768169907599,1.9495573977799636,1.9798491678497447,0.06937784947240935
59433,hcg_alpha,M6,"2 HexNAc, 6 Hex",N52,NA,NA,NA,0.25096767343314125,0.21254674811587854,0.21954475200224813,0.22768639118375597,0.020463542996755655
59433,hcg_alpha,M7,"2 HexNAc, 7 Hex",N52,NA,NA,NA,0.07416416503376802,0.0952404130870387,0.10011240691302516,0.08983899501127729,0.013791638846706365
59433,hcg_alpha,A1G1,"3 HexNAc, 4 Hex",N52,NA,NA,NA,2.5579397484531703,2.3363917350142374,2.3535197414641,2.4159504083105023,0.12326423523005078
59433,hcg_alpha,A1S1,"3 HexNAc, 4 Hex, 1 Neu5Ac",N52,NA,NA,NA,2.3005370064704613,2.011892882928927,2.0900660390614023,2.13416530948693,0.1492897074577247
59433,hcg_alpha,M5-A1G1,"3 HexNAc, 6 Hex",N52,NA,NA,NA,1.1036142562508648,0.9751190505163588,1.0503020935787553,1.0430118001153263,0.06455707365018525
59433,hcg_alpha,A1S1M5,"3 HexNAc, 6 Hex, 1 Neu5Ac",N52,NA,NA,NA,1.4157150809048993,1.3255778107684943,1.2505269074048053,1.330606599692733,0.08270882482908154
59433,hcg_alpha,A2G0F,"4 HexNAc, 3 Hex, 1 Fuc",N52,NA,NA,NA,0.02171835635479107,0.018334185142820057,NA,0.020026270748805565,0.0023929704126809995
59433,hcg_alpha,A2G1,"4 HexNAc, 4 Hex",N52,NA,NA,NA,1.6892054942615278,1.5575944900094916,1.6000421525923842,1.6156140456211345,0.06717311217616394
59433,hcg_alpha,A2S1G0,"4 HexNAc, 4 Hex, 1 Neu5Ac",N52,NA,NA,NA,0.6499419235063402,1.1081635798713363,0.5620345651257552,0.7733800228344773,0.29324383789101527
59433,hcg_alpha,A2G2,"4 HexNAc, 5 Hex",N52,NA,NA,NA,17.53556179757205,23.363917350142373,24.237740621048196,21.71240658958754,3.6435444404637534
59433,hcg_alpha,A2G2F,"4 HexNAc, 5 Hex, 1 Fuc",N52,NA,NA,NA,1.185661380257853,1.148725936382,1.1170436981874385,1.1504770049424304,0.034342339087584266
59433,hcg_alpha,A2S1G1,"4 HexNAc, 5 Hex, 1 Neu5Ac",N52,NA,NA,NA,35.71463045010087,32.93663348665904,31.96571589152733,33.538993276095745,1.9456921850125297
59433,hcg_alpha,A2S1G1F,"4 HexNAc, 5 Hex, 1 Neu5Ac, 1 Fuc",N52,NA,NA,NA,1.5540690547206055,1.396967558227263,1.3840101166221723,1.445015576523347,0.09466503923533387
59433,hcg_alpha,A2S2,"4 HexNAc, 5 Hex, 2 Neu5Ac",N52,NA,NA,NA,21.074849499834297,19.469931125118645,20.022481382605033,20.18908733585266,0.8153274833575431
59433,hcg_alpha,A2S2F,"4 HexNAc, 5 Hex, 2 Neu5Ac, 1 Fuc",N52,NA,NA,NA,0.8832131584281702,0.7901547048277316,0.818462835464381,0.830610232906761,0.047703651800397796
59433,hcg_alpha,NA,"5 HexNAc, 6 Hex",N52,NA,NA,NA,0.4520635656071326,0.3991335880649322,0.4303077139244063,0.4271682891988237,0.0266042782529457
59433,hcg_alpha,A3S1G2,"5 HexNAc, 6 Hex, 1 Neu5Ac",N52,NA,NA,NA,1.608767137391931,1.5105421564571215,1.4173809189265139,1.5122300709251888,0.0957042733949834
59433,hcg_alpha,A3S1G2F,"5 HexNAc, 6 Hex, 1 Neu5Ac, 1 Fuc",N52,NA,NA,NA,0.19466082362442366,0.19145432273033333,0.17914851763383446,0.18842122132953049,0.008188875830483786
59433,hcg_alpha,A3S2G1,"5 HexNAc, 6 Hex, 2 Neu5Ac",N52,NA,NA,NA,1.0006531594577812,0.9118417743597232,0.9870732050021076,0.9665227129398707,0.04783939353460634
59433,hcg_alpha,A3S2G1F,"5 HexNAc, 6 Hex, 2 Neu5Ac, 1 Fuc",N52,NA,NA,NA,0.1373887135332709,0.13174653394663616,0.1399817338766334,0.1363723271188468,0.004210630651022009
59433,hcg_alpha,A3S3,"5 HexNAc, 6 Hex, 3 Neu5Ac",N52,NA,NA,NA,0.1444672889377954,0.12931279255599634,0.17914851763383446,0.15097619970920872,0.025547491326569256
59433,hcg_alpha,A3S3F,"5 HexNAc, 6 Hex, 3 Neu5Ac, 1 Fuc",N52,NA,NA,NA,0.027509918049402022,0.02531091046265424,0.026872277645075174,0.026564368719043812,0.0011313772676215992
59433,hcg_alpha,A3S3F+LacN1,"6 HexNAc, 7 Hex, 3 Neu5Ac, 1 Fuc",N52,NA,NA,NA,0.041023562003494246,0.03683061971168277,NA,0.03892709085758851,0.0029648579276637583
59433,hcg_alpha,NA,"4 HexNAc, 5 Hex, 2 Neu5Ac, 2 Fuc",N52,NA,NA,NA,NA,0.12866379485182572,NA,0.12866379485182572,NA
59433,hcg_alpha,none,,N78,NA,NA,NA,0.7616027506775369,0.7268144994773071,0.7173862033680286,0.7352678178409575,0.02328883224877148
59433,hcg_alpha,M5,"2 HexNAc, 5 Hex",N78,NA,NA,NA,0.19641334096420687,0.18288351853730941,0.17660653409303204,0.18530113119818278,0.010122303978912906
59433,hcg_alpha,M6,"2 HexNAc, 6 Hex",N78,NA,NA,NA,0.042756645652072246,NA,0.03288020098770131,0.037818423319886774,0.006983700996190386
59433,hcg_alpha,M7,"2 HexNAc, 7 Hex",N78,NA,NA,NA,0.07905525628377942,0.06513013047264181,0.06924769601955276,0.07114436092532467,0.007153690343982803
59433,hcg_alpha,A1G1,"3 HexNAc, 4 Hex",N78,NA,NA,NA,0.48546608084123705,0.450719381169369,0.43342083120151725,0.45653543107070776,0.02650559997163496
59433,hcg_alpha,A1S1,"3 HexNAc, 4 Hex, 1 Neu5Ac",N78,NA,NA,NA,0.6636187710582048,0.49555534055270944,0.6551130954367761,0.6047624023492301,0.09467166096100803
59433,hcg_alpha,M5-A1G1,"3 HexNAc, 6 Hex",N78,NA,NA,NA,0.08439983699028844,0.07574917348448558,0.07472772951750298,0.07829224666409233,0.005313928079952202
59433,hcg_alpha,A1S1M5,"3 HexNAc, 6 Hex, 1 Neu5Ac",N78,NA,NA,NA,0.4052973702436015,0.4011638471140981,0.38111142053926517,0.3958575459656549,0.01293667904385236
59433,hcg_alpha,A2G1,"4 HexNAc, 4 Hex",N78,NA,NA,NA,0.578996243205145,0.50027491522464,0.5106394850362703,0.5299702144886851,0.0427728850514599
59433,hcg_alpha,A2S1G0,"4 HexNAc, 4 Hex, 1 Neu5Ac",N78,NA,NA,NA,0.578996243205145,0.37284639908251466,0.5330578038915212,0.4949668153930603,0.10822491446768905
59433,hcg_alpha,A2G2,"4 HexNAc, 5 Hex",N78,NA,NA,NA,6.012653294822661,5.639891732957026,5.405305768432715,5.685950265404134,0.3062822158751344
59433,hcg_alpha,A2G2F,"4 HexNAc, 5 Hex, 1 Fuc",N78,NA,NA,NA,0.09375285322667926,0.12223698400300165,0.11732253534247968,0.11110412419072019,0.015226224235177417
59433,hcg_alpha,A2S1G1,"4 HexNAc, 5 Hex, 1 Neu5Ac",N78,NA,NA,NA,29.39519388579967,36.81268244105841,35.620217736676416,33.94269802117817,3.9831317344223756
59433,hcg_alpha,A2S1G1F,"4 HexNAc, 5 Hex, 1 Neu5Ac, 1 Fuc",N78,NA,NA,NA,0.35185156317851124,0.24777767027635472,0.28894722080101154,0.2961921514186258,0.05241383940041905
59433,hcg_alpha,A2S2,"4 HexNAc, 5 Hex, 2 Neu5Ac",N78,NA,NA,NA,45.20624514255556,42.47617204737509,42.345713393251685,43.34271019439411,1.6151862872044334
59433,hcg_alpha,A2S2F,"4 HexNAc, 5 Hex, 2 Neu5Ac, 1 Fuc",N78,NA,NA,NA,0.5522733396725998,0.5215130012483274,0.4882211661810194,0.5206691690339822,0.032034423232725054
59433,hcg_alpha,NA,"5 HexNAc, 6 Hex",N78,NA,NA,NA,0.3206748423905419,0.3020527790035562,0.3387657071460135,0.3204977761800372,0.018357104551929893
59433,hcg_alpha,A3S1G2,"5 HexNAc, 6 Hex, 1 Neu5Ac",N78,NA,NA,NA,2.2937158865434593,2.012898597578386,1.9628483619930783,2.0898209487049746,0.17834269196593353
59433,hcg_alpha,A3S2G1,"5 HexNAc, 6 Hex, 2 Neu5Ac",N78,NA,NA,NA,5.923576949714176,4.176823584658551,5.430215011605216,5.176871848659315,0.9005131305216284
59433,hcg_alpha,A3S3,"5 HexNAc, 6 Hex, 3 Neu5Ac",N78,NA,NA,NA,5.789962432051451,4.153225711298898,4.060206637117662,4.667798260156004,0.9729349713905496
59433,hcg_alpha,A3S3F,"5 HexNAc, 6 Hex, 3 Neu5Ac, 1 Fuc",N78,NA,NA,NA,0.18349727092347673,0.1569258578416913,0.11159340941280443,0.15067217939265748,0.036357567240457904
59433,hcg_alpha,A3S2G1F,"5 HexNAc, 6 Hex, 2 Neu5Ac, 1 Fuc",N78,NA,NA,NA,NA,0.10666238758563079,0.06700586413402768,0.08683412585982923,0.028041396650911914
59433,hcg_alpha,A3S2G1F+LacN1,"6 HexNAc, 7 Hex, 2 Neu5Ac, 1 Fuc",N78,NA,NA,NA,NA,NA,0.02152158610104086,0.02152158610104086,NA
59433,hcg_alpha,A4S4,"6 HexNAc, 7 Hex, 4 Neu5Ac",N78,NA,NA,NA,NA,NA,0.1579246017136563,0.1579246017136563,NA
59433,hcg_beta,none,,N13,NA,NA,NA,42.200974495932805,35.092567643814355,34.826122876009784,37.373221671918984,4.18307855543052
59433,hcg_beta,M5,"2 HexNAc, 5 Hex",N13,NA,NA,NA,1.0009989602658458,1.0407094971938382,1.0278171135971093,1.0231751903522643,0.02025814093977124
59433,hcg_beta,M6,"2 HexNAc, 6 Hex",N13,NA,NA,NA,0.8603290452794031,1.5890452601543446,0.97075297015842,1.1400424251973893,0.3927480364635307
59433,hcg_beta,M7,"2 HexNAc, 7 Hex",N13,NA,NA,NA,0.09459542109233247,0.09165797297701872,0.0973633542770166,0.09453891611545594,0.0028531103297805096
59433,hcg_beta,A1G1,"3 HexNAc, 4 Hex",N13,NA,NA,NA,0.2426046359911113,0.20749706947812532,0.2367830686855256,0.22896159138492073,0.01881533781224353
59433,hcg_beta,A1S1,"3 HexNAc, 4 Hex, 1 Neu5Ac",N13,NA,NA,NA,0.7074269637724001,0.7899167017868698,0.9044998000882607,0.8006144885491768,0.09897099415790132
59433,hcg_beta,A1S1F,"3 HexNAc, 4 Hex, 1 Neu5Ac, 1 Fuc",N13,NA,NA,NA,0.042812582821960814,0.04536839365947912,0.048969734399682906,0.04571690362704094,0.003093335301236979
59433,hcg_beta,A1S1M5,"3 HexNAc, 6 Hex, 1 Neu5Ac",N13,NA,NA,NA,0.51782838270371645,0.9603360485280604,0.7691128873361963,0.7490924395226577,0.22193213450584007
59433,hcg_beta,A2G0F,"4 HexNAc, 3 Hex, 1 Fuc",N13,NA,NA,NA,0.2874559132331655,0.23490234280542488,0.2267010645444144,0.24968644019433492,0.03296536154059049
59433,hcg_beta,A2G1,"4 HexNAc, 4 Hex",N13,NA,NA,NA,0.5361766324845569,0.4813195063366058,0.5185030701142895,0.5119997363118174,0.02800082293813591
59433,hcg_beta,A2S1G0,"4 HexNAc, 4 Hex, 1 Neu5Ac",N13,NA,NA,NA,1.9408370879288903,1.9713373082494479,2.218040911044461,2.0434051024075996,0.15200597061822427
59433,hcg_beta,A2G2,"4 HexNAc, 5 Hex",N13,NA,NA,NA,3.7777007604330186,4.384843732367931,3.825688485659933,3.9960776594869607,0.337535183366982
59433,hcg_beta,A2G2F,"4 HexNAc, 5 Hex, 1 Fuc",N13,NA,NA,NA,3.4245988868728467,3.491754236878286,3.8089811645118066,3.57511142942098,0.2053016074028121
